title,href,img,id
『silence』春日出逃,https://music.163.com/playlist?id=4898389099,http://p2.music.126.net/JoFP93Fu3bhmjgSE_bcOZg==/109951164785483838.jpg?param=200y200,4898389099
学习歌单‖我的学习时光 高三加油鸭,https://music.163.com/playlist?id=3226150252,http://p2.music.126.net/LqFx7MJVO_MVvSbfODKytg==/109951164672150038.jpg?param=200y200,3226150252
『呕心沥血，史上最全』万首纯音乐大合集,https://music.163.com/playlist?id=4861796976,http://p2.music.126.net/m3L70nEByNVCtPYRWKNELA==/109951164713586997.jpg?param=200y200,4861796976
民谣小调｜纵享休闲时刻的惬意,https://music.163.com/playlist?id=4870565549,http://p2.music.126.net/ltjsOxHf3EioU9mJbk-JcQ==/109951164719822526.jpg?param=200y200,4870565549
【励志歌单】适合学习的BGM,https://music.163.com/playlist?id=4870662268,http://p2.music.126.net/iof2cbYFGvjcJ4Y7qAk6pQ==/109951165119809968.jpg?param=200y200,4870662268
国服马超上单[Bgm],https://music.163.com/playlist?id=4881719833,http://p2.music.126.net/B0Uurt0GrL7zZOAbCigNUw==/109951164764051822.jpg?param=200y200,4881719833
神仙翻唱：超好听的翻唱男生集鸭,https://music.163.com/playlist?id=3184705942,http://p2.music.126.net/02OYRbIvGVHjporvIy9YGQ==/109951164710521253.jpg?param=200y200,3184705942
超好听的翻唱Cover集「欲言又止就是答案」,https://music.163.com/playlist?id=3111177481,http://p2.music.126.net/Bk-z4jhiVapJbGFvYEBIUg==/109951165050349835.jpg?param=200y200,3111177481
Remix硬核车载——,https://music.163.com/playlist?id=3226914092,http://p2.music.126.net/SsDWWOP9c9ipsoQ2fL3r4Q==/109951164885691089.jpg?param=200y200,3226914092
伤感片段&催泪神曲,https://music.163.com/playlist?id=5066312493,http://p2.music.126.net/b6I3AoTyQSgD4SkO6TbWzg==/109951165065929703.jpg?param=200y200,5066312493
【燃向】提神醒脑/高考/刷题/通宵/抖腿,https://music.163.com/playlist?id=3236134881,http://p2.music.126.net/DC4H-eK9be06GOD5ybnnMQ==/109951164693503118.jpg?param=200y200,3236134881
Madilyn: 我最爱的浪漫情歌合集,https://music.163.com/playlist?id=4940861215,http://p2.music.126.net/SLTvI1ancTJjYFtsYnWpuw==/109951164856518786.jpg?param=200y200,4940861215
抖音伤感歌曲//丧,https://music.163.com/playlist?id=3186577104,http://p2.music.126.net/A18RGctqW7v9o1O5Iby5PQ==/109951164732830400.jpg?param=200y200,3186577104
[晚餐音乐时光] 享受美味 少不了音乐点缀,https://music.163.com/playlist?id=4988475394,http://p2.music.126.net/Xojk6oypKLa7Cr61BZDkpA==/109951164940518963.jpg?param=200y200,4988475394
Deep House｜迷人旋律，深邃鼓点,https://music.163.com/playlist?id=4928319592,http://p1.music.126.net/pVik5zMtELjKz-zUxIqW7w==/109951164827431706.jpg?param=200y200,4928319592
Monstercat - 学习 | 音乐让你更有效率,https://music.163.com/playlist?id=3224149419,http://p1.music.126.net/RbzjboFAEsGDyY43FND4MA==/109951164668566359.jpg?param=200y200,3224149419
857 |你搜不到的土嗨BIM,https://music.163.com/playlist?id=4867982483,http://p1.music.126.net/yWYPSIFKIDQ1rKBkBcrYzg==/109951164843482008.jpg?param=200y200,4867982483
抖腿卡点节奏｜给生活加点名叫快乐的料,https://music.163.com/playlist?id=4973000699,http://p1.music.126.net/ZYoqhom85SE-Fb667GeiSA==/109951164912858393.jpg?param=200y200,4973000699
驱散迷茫｜直击灵魂的50首欧美精曲,https://music.163.com/playlist?id=4890013314,http://p1.music.126.net/KWTi8-HnQGdia0B7Qdumrg==/109951164756314234.jpg?param=200y200,4890013314
轻音乐＆温柔|柔和·安眠,https://music.163.com/playlist?id=4860715377,http://p1.music.126.net/YDBluiSe63tQujEzbye91Q==/109951165030088776.jpg?param=200y200,4860715377
身法大师BGM（剪辑）,https://music.163.com/playlist?id=4900225181,http://p1.music.126.net/sSmEEmLgOUj9-OI2owh_8Q==/109951164822108958.jpg?param=200y200,4900225181
最棒的抖腿车载,https://music.163.com/playlist?id=3138571767,http://p1.music.126.net/NvNqY6FKWvI0QPLdfL7uOA==/109951164583067600.jpg?param=200y200,3138571767
静享时光|午后阳光下的慵懒欢快小调,https://music.163.com/playlist?id=4973646434,http://p1.music.126.net/U-Ovhex7CGPdqys2HxzHkQ==/109951164913731490.jpg?param=200y200,4973646434
听上此歌单你就是巅峰赛最靓的仔,https://music.163.com/playlist?id=3230575373,http://p1.music.126.net/GhXBPX3Tm6ye4ALxubj7pw==/109951164866078522.jpg?param=200y200,3230575373
精选|超好听的网络热歌♡,https://music.163.com/playlist?id=4900141628,http://p2.music.126.net/FoOi4k7Lk6akdprxkUagNw==/109951164775514460.jpg?param=200y200,4900141628
赶走阴霾，欢快小调伴你享受阳光,https://music.163.com/playlist?id=4926388301,http://p2.music.126.net/AHTpWAdBid9jURLdgzaGLg==/109951164824746658.jpg?param=200y200,4926388301
Pamela Reif魔鬼帕梅拉运动歌单,https://music.163.com/playlist?id=4868077435,http://p2.music.126.net/_skQBEP7zxp8cY1-N0N8Cg==/109951164715427870.jpg?param=200y200,4868077435
赛季末上分必备[推荐],https://music.163.com/playlist?id=4884979149,http://p2.music.126.net/PLO5F7wOrl6e_3pYn4as1w==/109951164746791819.jpg?param=200y200,4884979149
[夜的胡思乱想] 堆积的思绪泛滥在夜深时,https://music.163.com/playlist?id=5089855855,http://p2.music.126.net/1peKnRhzgP9ZNQeKo3cqtQ==/109951165102213412.jpg?param=200y200,5089855855
【民谣】安静的听歌♥安静的想你,https://music.163.com/playlist?id=4912458725,http://p2.music.126.net/NIQBRrgpZKjMvXu3lbGiWA==/109951164830653565.jpg?param=200y200,4912458725
『快节奏』激活消沉的身体细胞,https://music.163.com/playlist?id=4943870565,http://p2.music.126.net/9jn7cp0k81j2AiaBcZwcIQ==/109951164856387439.jpg?param=200y200,4943870565
阿信『九国服边路战神』,https://music.163.com/playlist?id=3196337724,http://p2.music.126.net/oK85qqTPM20tMpBekdYxcQ==/109951164721969004.jpg?param=200y200,3196337724
【打游戏必备】闪开，劳资要1v9,https://music.163.com/playlist?id=3237648067,http://p2.music.126.net/oenHwnEPdf8kbFZuLI9mQw==/109951164693268413.jpg?param=200y200,3237648067
写作业必备歌单「安静中文」,https://music.163.com/playlist?id=4866331919,http://p2.music.126.net/s5Z4BdfNPmecZ2xkrf6ohg==/109951164728303188.jpg?param=200y200,4866331919
the X Project：东西合璧，制造无限惊喜,https://music.163.com/playlist?id=5019469034,http://p2.music.126.net/TuZAQahBkosMOa5VfBdcAQ==/109951164995647912.jpg?param=200y200,5019469034
Gc战歌,https://music.163.com/playlist?id=4885700948,http://p2.music.126.net/8heSNofJLs2fhL92MjJ0qw==/109951165078684521.jpg?param=200y200,4885700948
【旋律电子】让跃动的彩虹激活你的心灵！,https://music.163.com/playlist?id=3210184177,http://p2.music.126.net/XGypVYOfRuURXO3SuKS4gg==/109951164645704530.jpg?param=200y200,3210184177
催眠曲5分钟入睡,https://music.163.com/playlist?id=3194597807,http://p2.music.126.net/QV9pUYUyXIZCnAhmIk0zyg==/109951164893369938.jpg?param=200y200,3194597807
民谣姑娘收录,https://music.163.com/playlist?id=4876701785,http://p2.music.126.net/1V4NtO48QSLDOth4W_GfSg==/109951164731614024.jpg?param=200y200,4876701785
王巨星/是你的垚/要不要买菜/颜人中,https://music.163.com/playlist?id=3225536785,http://p2.music.126.net/K0rIlfi7JfrE9zjX4PvaVg==/109951164769025575.jpg?param=200y200,3225536785
治愈系纯音|向往的声音,https://music.163.com/playlist?id=5060634557,http://p2.music.126.net/FG9ucjrEvOGSQ64_QUChdQ==/109951165056442139.jpg?param=200y200,5060634557
拂过你的风，是我给你最后的温柔,https://music.163.com/playlist?id=5068084101,http://p2.music.126.net/70qFN6rYq5GYYOk2wAEP4Q==/109951165094034724.jpg?param=200y200,5068084101
独立音乐|属于自由的孤独之曲,https://music.163.com/playlist?id=5002406553,http://p2.music.126.net/SiancQWhGZpjRkV4hreSVA==/109951165092603064.jpg?param=200y200,5002406553
快手网红必备BGM,https://music.163.com/playlist?id=5068848081,http://p2.music.126.net/xH_f8jLr4XjL_u9eN94NHQ==/109951165069750968.jpg?param=200y200,5068848081
快手｜DJ｜抖断腿,https://music.163.com/playlist?id=5070028882,http://p2.music.126.net/meTi50MpUbrA_8ivSAN-0A==/109951165072002786.jpg?param=200y200,5070028882
西安慢摇,https://music.163.com/playlist?id=4917390686,http://p2.music.126.net/0ElEij-UXs0nivG6ICz-iQ==/109951164807218062.jpg?param=200y200,4917390686
冰镇小室※带你体验转瞬清凉的夏日电子,https://music.163.com/playlist?id=5005812437,http://p2.music.126.net/GWx51RfUJwmxK62ZZoqCQw==/109951164987546393.jpg?param=200y200,5005812437
给我一首歌的时间，原地复活,https://music.163.com/playlist?id=4983945186,http://p2.music.126.net/lvMhyoAJWb6phn8-lXYFNA==/109951164940992975.jpg?param=200y200,4983945186
抖音背景音乐,https://music.163.com/playlist?id=3221678897,http://p2.music.126.net/bzN1HItCAHpt3exPfA84PQ==/109951164710772640.jpg?param=200y200,3221678897
『游戏』玩游戏通宵必备/节奏感强,https://music.163.com/playlist?id=4901236503,http://p2.music.126.net/hYWgoYh5K5V3mhjDymU_nw==/109951164777595620.jpg?param=200y200,4901236503
开始吟唱,https://music.163.com/playlist?id=3236831744,http://p2.music.126.net/Se_ASWIkgPup8gWHLJUSFw==/109951164798648084.jpg?param=200y200,3236831744
快手伤感丨四下无人,https://music.163.com/playlist?id=4983117944,http://p2.music.126.net/98R0FzSmP8MU-3OGxBPWQQ==/109951164937116837.jpg?param=200y200,4983117944
2020快手最火dj歌曲,https://music.163.com/playlist?id=4888509741,http://p2.music.126.net/QF5_462Y6ZeMyJSFi-tvog==/109951164881222785.jpg?param=200y200,4888509741
人一旦有了感情_就窝囊的不行.,https://music.163.com/playlist?id=4951413064,http://p2.music.126.net/AMHI4MHsjS2YLs2ITsILYg==/109951165003535704.jpg?param=200y200,4951413064
温柔治愈｜快手值得循环的热歌,https://music.163.com/playlist?id=4981959875,http://p2.music.126.net/q8avBHVSc3lKHmcWkVs-Gg==/109951165054935105.jpg?param=200y200,4981959875
2018夏天的回忆,https://music.163.com/playlist?id=4908214162,http://p2.music.126.net/6i1czc7JB11JupiYHBPUKQ==/109951164790521889.jpg?param=200y200,4908214162
希望耳机中的音药，能治愈你的一切疲惫,https://music.163.com/playlist?id=5065090796,http://p2.music.126.net/zFd13hUkSF5aaiO6QLrUTQ==/109951165065193590.jpg?param=200y200,5065090796
莺飞草长，爱的人正在路上,https://music.163.com/playlist?id=4956037794,http://p2.music.126.net/66kOkCyohuchHI5jHF0PvQ==/109951164880139539.jpg?param=200y200,4956037794
加油！努力去实现自己的梦想吧,https://music.163.com/playlist?id=5058038668,http://p2.music.126.net/kr7AeEpSa4fWKXqRPuaoxg==/109951165052456731.jpg?param=200y200,5058038668
“所念皆星河，星河不可及。”,https://music.163.com/playlist?id=4868876201,http://p2.music.126.net/QpANqUCnY025QmptXPgAPw==/109951164750385559.jpg?param=200y200,4868876201
疗愈星河深处，让伤感优雅的落幕,https://music.163.com/playlist?id=4989741851,http://p2.music.126.net/un-PTH12Ls8f0-PtrNe0Ng==/109951164950612764.jpg?param=200y200,4989741851
时光与念想：你是他人无法比拟的糖,https://music.163.com/playlist?id=5086089333,http://p2.music.126.net/kW6OVHGlymbiKSPTmu-RZg==/109951165096293581.jpg?param=200y200,5086089333
温柔五月｜除了美好与可爱都禁止入内,https://music.163.com/playlist?id=4988997752,http://p2.music.126.net/jDz5e68kbuvaVqT3sC6AVQ==/109951165029706150.jpg?param=200y200,4988997752
[英文摇篮曲] 轻柔歌声陪宝宝安静入眠,https://music.163.com/playlist?id=5089866698,http://p2.music.126.net/ddSQuY0-hLL7CR5tH97zzQ==/109951165102183992.jpg?param=200y200,5089866698
民谣||谁踢了我的脑子？猫都瞧不起我,https://music.163.com/playlist?id=4979053232,http://p2.music.126.net/m5LKnhmvFqQCL7Z-YdBlkg==/109951164923130342.jpg?param=200y200,4979053232
【钢琴曲】｜如盛开在沿途漫山遍野的温柔.,https://music.163.com/playlist?id=4875243332,http://p2.music.126.net/6WDCux8gcpCogv2Dr9lCsw==/109951165077821902.jpg?param=200y200,4875243332
超级治愈英文|纯音乐,https://music.163.com/playlist?id=4933470237,http://p2.music.126.net/xRCqBW3LxNxkutKoKNYvzQ==/109951164870337013.jpg?param=200y200,4933470237
写作业必备歌单 纯音乐,https://music.163.com/playlist?id=4961913096,http://p2.music.126.net/8M2VQYF9phUtPkuBEqWqXA==/109951164891790389.jpg?param=200y200,4961913096
汤姆·哈迪专属,https://music.163.com/playlist?id=4992187210,http://p2.music.126.net/jkjYeN5iLrefEDQyyrGd-A==/109951164946581860.jpg?param=200y200,4992187210
你绝对搜不到的土嗨歌曲,https://music.163.com/playlist?id=4931918655,http://p2.music.126.net/ARf1ebWVpOAsdzzuU8xAJw==/109951164902933017.jpg?param=200y200,4931918655
王者荣耀铠皇1打9战歌（记得看简介）,https://music.163.com/playlist?id=4914677111,http://p2.music.126.net/zif0vsSL9mJ_Z6KyoTjjMg==/109951164802183616.jpg?param=200y200,4914677111
纯音 ｜ 始于前奏 陷于旋律,https://music.163.com/playlist?id=5043791346,http://p2.music.126.net/9K8hWjz_zxOxtroSD1H5nA==/109951165029763051.jpg?param=200y200,5043791346
欢迎来到祖安丨游戏快感电音[中考少更！],https://music.163.com/playlist?id=3226512916,http://p2.music.126.net/XykYg5QzAh4fnAN5llLUIg==/109951164763138839.jpg?param=200y200,3226512916
纯音乐｜一定要做更好的自己,https://music.163.com/playlist?id=4944533779,http://p2.music.126.net/Edjp_sInhIphKEY_71wYMw==/109951164870579787.jpg?param=200y200,4944533779
骤然小暑：愿轻音带给您一丝凉意,https://music.163.com/playlist?id=5068217678,http://p2.music.126.net/aUlF1ne1eoBNUNPyLpNffg==/109951165079196281.jpg?param=200y200,5068217678
适合学习的轻音乐,https://music.163.com/playlist?id=4954158525,http://p2.music.126.net/HdPG6C-0AYUCH_Q8Ec6-XA==/109951164941883359.jpg?param=200y200,4954158525
抖音Sang.,https://music.163.com/playlist?id=4947186742,http://p1.music.126.net/OCqD0HjKpuQeG4Yd4CnpUQ==/109951164922140069.jpg?param=200y200,4947186742
Remix高潮(节奏控),https://music.163.com/playlist?id=4949269706,http://p1.music.126.net/MYbSwKQTOubZlMZPNTr6Zg==/109951165092110472.jpg?param=200y200,4949269706
一坨小橙子的歌单,https://music.163.com/playlist?id=4959834986,http://p1.music.126.net/a44qem2NUODZ7VKr1h8dfQ==/109951164887999660.jpg?param=200y200,4959834986
别停下｜停下的人生没有意义,https://music.163.com/playlist?id=5009599274,http://p1.music.126.net/qSkRkZbVqypuVt_9I-6VbA==/109951165108800136.jpg?param=200y200,5009599274
民谣——永远是敲击心灵的那把小锤子,https://music.163.com/playlist?id=5010776572,http://p1.music.126.net/sU2RufgXPu6v73NficPs9g==/109951164977334271.jpg?param=200y200,5010776572
网名太长影响跑步,https://music.163.com/playlist?id=5013415666,http://p1.music.126.net/N79vZOC2GUPzu0FVANaphQ==/109951164981854562.jpg?param=200y200,5013415666
抖音超火热歌榜2020 持续更新中,https://music.163.com/playlist?id=5023225635,http://p1.music.126.net/lcf_U27XgmohiMQ80haDQA==/109951164997033079.jpg?param=200y200,5023225635
「Hardstyle」硬核打拳,https://music.163.com/playlist?id=5040762575,http://p1.music.126.net/jKvYm4JUEjA599udcmZd6A==/109951165033499802.jpg?param=200y200,5040762575
【节奏控＋燃向】游戏bgm-写（抄）作业必备,https://music.163.com/playlist?id=3230334450,http://p2.music.126.net/WIZEwLaq1If44SDYBynUbg==/109951164679881728.jpg?param=200y200,3230334450
快手电音热荐：上分不断的必备神单,https://music.163.com/playlist?id=5086787439,http://p2.music.126.net/Szlfw2IwxIaY4tY2lf2cFw==/109951165099441795.jpg?param=200y200,5086787439
BODYCOMBAT 84 - Q2/2020,https://music.163.com/playlist?id=4964026703,http://p2.music.126.net/27qGWYTwoYINd9ecTTwnRg==/109951164895680701.jpg?param=200y200,4964026703
快手游戏战歌｜核裂电子点燃激情,https://music.163.com/playlist?id=5070578814,http://p2.music.126.net/TyT1C7cPfcJxZU5EJGZLTg==/109951165072571891.jpg?param=200y200,5070578814
听到能反杀的音乐 （超燃+理智）,https://music.163.com/playlist?id=3122153446,http://p2.music.126.net/ktlLuUEclaNSU-dB3Y9NUA==/109951164589212619.jpg?param=200y200,3122153446
治愈系纯音 | 沐浴在阳光之下，与鲸共舞,https://music.163.com/playlist?id=5017888696,http://p2.music.126.net/gM2hGmOkQDpqgbvD-ilQGw==/109951164993069958.jpg?param=200y200,5017888696
流行热歌丨神经病，没关系,https://music.163.com/playlist?id=5049851995,http://p2.music.126.net/TNUu47IsLtcy6zywy6IEwg==/109951165112422707.jpg?param=200y200,5049851995
快手好听到爆炸的BGM,https://music.163.com/playlist?id=5066024507,http://p2.music.126.net/eEgAH1kevqW-MZ9AyQ9j-w==/109951165065408100.jpg?param=200y200,5066024507
「New Age纯音乐」跑步 工作 看书 睡眠,https://music.163.com/playlist?id=4998701415,http://p2.music.126.net/SXGWM6Te906uG5gw0_jDyQ==/109951165102499111.jpg?param=200y200,4998701415
民谣精选：快手里触动内心的柔软,https://music.163.com/playlist?id=4983279806,http://p2.music.126.net/jWXXHsZIeabsWw3Yl7aSPg==/109951165002592170.jpg?param=200y200,4983279806
我 们 再 重 蹈 覆 辙 好 不 好,https://music.163.com/playlist?id=4970544899,http://p2.music.126.net/O02G78vhQr5d0L5ZQuK3yQ==/109951164913092865.jpg?param=200y200,4970544899
民谣:快手那些民谣女声,https://music.163.com/playlist?id=5077399349,http://p2.music.126.net/r9rs_KCMxRlHEM5TpNwjrg==/109951165083119838.jpg?param=200y200,5077399349
甜酷女孩专用歌单,https://music.163.com/playlist?id=4969813582,http://p2.music.126.net/DIAHaqOu6-8gwv5M69Tj6w==/109951164906651000.jpg?param=200y200,4969813582
盘点那些快手播放量超高的英文歌,https://music.163.com/playlist?id=5092734003,http://p2.music.126.net/1ZF1KBTCKnGQl4p5F6N6ow==/109951165106609735.jpg?param=200y200,5092734003
电光耗子专属《BGM》,https://music.163.com/playlist?id=5053253331,http://p2.music.126.net/5K59tukt7t4h5YQbug9yvA==/109951165044592270.jpg?param=200y200,5053253331
纯音｜抖落一身星光，长眠于你心上,https://music.163.com/playlist?id=5024158527,http://p2.music.126.net/VaPSYAlyLuIM8meY2YJJRw==/109951164998599010.jpg?param=200y200,5024158527
孤独的人是可耻的,https://music.163.com/playlist?id=5081999330,http://p2.music.126.net/0PIvBn1z8-VLw1vlsSIRJQ==/109951165111466998.jpg?param=200y200,5081999330
欧美‖遇见你 阴霾消散众生皆甜,https://music.163.com/playlist?id=5040856944,http://p2.music.126.net/aISbotJxQ80UAPUqJxPHlQ==/109951165026216202.jpg?param=200y200,5040856944
『睡前治愈系列』灵魂逐渐融入浩瀚星辰中,https://music.163.com/playlist?id=5075070111,http://p2.music.126.net/w-3tt7jcXOH7QFQ-g4UAvw==/109951165081281852.jpg?param=200y200,5075070111
刘怡潼BGM（更新中）,https://music.163.com/playlist?id=5006176170,http://p2.music.126.net/aqrFHq-RGSVoUxZdZ6d88w==/109951165049443125.jpg?param=200y200,5006176170
盘点那些宝藏男生的歌声,https://music.163.com/playlist?id=4975466366,http://p2.music.126.net/NUJq7bVepZWf2eLaPbhLeg==/109951164921038208.jpg?param=200y200,4975466366
快手电竞BGM｜嗨翻全场,https://music.163.com/playlist?id=5006885702,http://p2.music.126.net/Z6AJocm0idsPNtXgDWZLCQ==/109951164970591497.jpg?param=200y200,5006885702
精选 • 高级品味的华语歌单｜持续更新,https://music.163.com/playlist?id=5055598452,http://p2.music.126.net/2zXEy0UPsUkEIOWR99LbYQ==/109951165131511635.jpg?param=200y200,5055598452
房东的猫/解忧邵帅/隔壁老樊/枯木逢春,https://music.163.com/playlist?id=4952954469,http://p2.music.126.net/tLZr3C3ogmueUu3HRuS_Ag==/109951164873858833.jpg?param=200y200,4952954469
【电音】全球欧美精品 旋律节奏控必听～,https://music.163.com/playlist?id=5007059606,http://p2.music.126.net/ZVSACtfzZpe4676qOLTq7Q==/109951165002503641.jpg?param=200y200,5007059606
年纪大了，经不起凶，只想被宠。,https://music.163.com/playlist?id=4982074494,http://p2.music.126.net/C4KAeLNAhzTnjaiuYllZyw==/109951164928911463.jpg?param=200y200,4982074494
黑人抬棺专业团队专用bgm,https://music.163.com/playlist?id=4963853708,http://p2.music.126.net/xUJn8bOwqpk1xIK7l5Rqtg==/109951164895288299.jpg?param=200y200,4963853708
【皇叔蹦迪】刘皇叔蹦迪必备歌单,https://music.163.com/playlist?id=5014671479,http://p2.music.126.net/iqjHztcaL61bQqzQ6m_0Zg==/109951165066848305.jpg?param=200y200,5014671479
易烊千玺朋友请听好,https://music.163.com/playlist?id=4901021018,http://p2.music.126.net/YwPDEiLgfcqqYBGQt_SlxQ==/109951164789294001.jpg?param=200y200,4901021018
盘点快手上那些走心的神曲,https://music.163.com/playlist?id=5071343531,http://p2.music.126.net/iU36vUgcrKrnSn3tLrr6gg==/109951165073684857.jpg?param=200y200,5071343531
失眠招待所｜要来一首快手民谣吗,https://music.163.com/playlist?id=5095252363,http://p2.music.126.net/tvcurBr0kTNTacrdM2gMZw==/109951165120522873.jpg?param=200y200,5095252363
如果你也喜欢焦迈奇,https://music.163.com/playlist?id=5009534060,http://p2.music.126.net/1wJ1eESb3arnAt-gGvO1xg==/109951165089872137.jpg?param=200y200,5009534060
快手▲手护你耳朵的BGM,https://music.163.com/playlist?id=5071348303,http://p2.music.126.net/Ofrbw3vL6SrIB36vYrXZLQ==/109951165073677055.jpg?param=200y200,5071348303
远到而来这世间，把余生献给你热爱的故事,https://music.163.com/playlist?id=4993101179,http://p2.music.126.net/vzK7Egwcv_osK1tRKQPpLg==/109951165089629736.jpg?param=200y200,4993101179
快手最强电音 | 夏日第一口ice cola,https://music.163.com/playlist?id=5088173924,http://p1.music.126.net/i4q_jwKcku0Gk87RE049Ig==/109951165099529486.jpg?param=200y200,5088173924
快手最强电音 | 全球精选,https://music.163.com/playlist?id=5092015151,http://p1.music.126.net/NxltlH2KvnVu2QUAaesd8g==/109951165105407592.jpg?param=200y200,5092015151
deadmau5: 我的专属隔离歌单,https://music.163.com/playlist?id=5027877785,http://p1.music.126.net/1gb7oDUYMVeVhwcTSJnvrg==/109951165004786005.jpg?param=200y200,5027877785
快手电竞激素 | 脉冲BGM势不可挡,https://music.163.com/playlist?id=5092348568,http://p1.music.126.net/NsglsxTrk5C33n1tsxa8zw==/109951165106941617.jpg?param=200y200,5092348568
快手热推电音：好听到爆激情澎湃,https://music.163.com/playlist?id=5087920364,http://p1.music.126.net/88o4F05_3tMPrWeipJ7_-g==/109951165099251457.jpg?param=200y200,5087920364
快手精选：念念不忘必有回响,https://music.163.com/playlist?id=5070381505,http://p1.music.126.net/4eiyGuBdfKUbu6RcHd3h0Q==/109951165072450801.jpg?param=200y200,5070381505
听快手：山河远阔，人间烟火，无一不是你,https://music.163.com/playlist?id=5070271713,http://p1.music.126.net/X6YnuTagXayzL7wHVfWt7w==/109951165072223745.jpg?param=200y200,5070271713
【快手精选】华语摇滚灵魂,https://music.163.com/playlist?id=5070065309,http://p1.music.126.net/JUspR8TDO26I3W-PVt2-TA==/109951165072138414.jpg?param=200y200,5070065309
【快手】迸发无限活力,https://music.163.com/playlist?id=5069979590,http://p1.music.126.net/OyG34r56SLrbqY1eNxY1Mg==/109951165072331675.jpg?param=200y200,5069979590
快手醉心民谣：来人间一趟，你要看看太阳,https://music.163.com/playlist?id=5069846869,http://p1.music.126.net/33QHHUF59e0N1VS8sWjTAg==/109951165072083346.jpg?param=200y200,5069846869
